,index,artist,title,mood,lyrics
1444,1453,Gillian Welch,By The Mark,relaxed,when i cross over i will shout and sing i will know my savior by the mark where the nails have been by the mark where the nails have been by the sign upon his precious skin i will know my savior when i come to him by the mark where the nails have been a man of riches may claim a crown of jewels but the king of heaven can be told from the prince of fools by the mark where the nails have been by the sign upon his precious skin i will know my savior when i come to him by the mark where the nails have been on calvary mountain where they made him suffer so all my sin was paid for a long long time ago by the mark where the nails have been by the sign upon his precious skin i will know my savior when i come to him by the mark where the nails have been
1445,1454,Leona Naess,Lazy Days,relaxed,why cant you be with me watching american tv well order in chinese and ask the world to stay away please these hotels groe so stale telling the same ass tale by the time i get to you ill be too tired to chourus soak up some lazy days no one can rain on our parade standing here beneath the shade of our love lets slide down the avenue like good new yorkers do maybe then ill believe when you give man you recieve chourus wide eyed and stupid im waiting for the arrows of cupid wide eyed and stupid im waiting for the arrows of cupid wide eyed and stupid im waiting for the arrows of your love
1446,1455,Stray Cats,Rock This Town,happy,well my baby and me went out late saturday night i had my hair piled high and my baby just looked so right well pick you up at ten gotta have you home by two your mama dont know what i got in store for you but thats all right cause were looking as cool as can be well we found a little place that really didnt look half bad ill have a whiskey on the rocks and change of the dial for the jukebox well i put a quarter right into that can but all it played was disco man come on baby baby lets get out of here right away were gonna rock this town rock it inside out were gonna rock this town make em scream and shout lets rock rock rock man rock were gonna rock till we pop were gonna rock till we drop were gonna rock this town rock it inside out right on rock it right whoa whoo oh my god whoo well were having a ball just a bopping on the big dance floor well theres a real square cat he looks one thousand nine hundred and seventy four well he looked at me once he looked at me twice look at me again and theres a gonna be fight were gonna rock this town were gonna rip this place apart were gonna rock this town rock it inside out were gonna rock this town make em scream and shout lets rock rock rock man rock were gonna rock till we pop were gonna rock till we drop were gonna rock this town rock it inside out were gonna rock this town rock it inside out were gonna rock this town rock it inside out whoo
1447,1456,The Kooks,One Last Time,sad,can i hold you one last time to fight the fear that is growing in my mind i know i did us both all so wrong i know im not always all that strong a b c d e f and g oh that reminds me of when we were free before life began to tear us apart remember those classes when we thought we were so smart ooooooooh ooooooooh we were lovers in every way left school together went back to my place now i can hardly remember her face before i met her i was sad ooooooooh ooooooooh and can i hold you one last time to fight this fear that is growing in my mind
1448,1457,Isobel Campbell & Mark Lanegan,No Place To Fall,sad,if i had no place to fall and i needed to could i count on you to lay me down ill never tell you no lies i dont believe its wise you got pretty eyes wont you spin me round im not much of a lover its true im here and im gone and im forever blue but im sure wanting you the sky falls silver and gold it tries to hide the sun but it cant be done least not for long but if we help each other grow while the light of day smiles down our way oh we cant go wrong but time she is a fast old train shes here and shes gone and she wont come again so wont you take my hand if i had no place to fall and i needed to could i count on you to lay me down
1449,1458,Venom,Warhead,angry,warhead hear the thunder roar warhead unite the lightning whore power burning hell and man raging torment take my hand frenzied motions reach your soul dance the warhead fast or slow warhead hear the thunder roar warhead unite the lightning whore born of thunder raised by fire call the heavens by desire warhead hear the thunder roar warhead unite the lightning whore screaming furnace death of life demons calling chosen wives sabbaths charming out in lust chance the warhead win or bust warhead hear the thunder roar warhead unite the lightning whore warhead engraved on flesh and bone warhead born of mortal stone
1450,1459,The Alan Parsons Project,The Cask Of Amontillado,sad,by the last breath of the four winds that blow ill have revenge upon fortunato smile in his face ill say come let us go ive a cask of amontillado sheltered inside from the cold of the snow follow me now to the vault down below drinking the wine as we laugh at the time which is passing incredibly slow what are these chains that are binding my arms part of you dies each passing day say its a game and ill come to no harm youll feel your life slipping away you who are rich and whose troubles are few may come around to see my point of view what price the crown of a king on his throne when youre chained in the dark all alone spare me my life only name your reward part of you dies each brick i lay bring back some light in the name of the lord youll feel your mind slipping away
1451,1460,Tone-Lōc,Wild Thing,happy,lets do it workin all week nine to five for my money so when the weekend comes i go get live with the honey rollin down the street i saw this girl and she was pumpin i winked my eye she got into the ride went to a club was jumpin introduce myself as loc she said youre a liar i said i got it goin on baby doll and im on fire took her to the hotel she said youre the king i said be my queen if you know what i mean and let us do the wild thing wild thing wild thing shoppin at the mall looking for some gear to buy i saw this girl she cool rocked my world and i had to adjust my fly she looked at me and smiled and said you have plans for the night i said hopefully if things go well ill be with you tonight so we journeyed to her house one thing led to another i keyed the door we cold hit the floor looked up and it was her mother i didnt know what to say i was hanging by a string she said hey you two i was once like you and i liked to do the wild thing wild thing she loved to do the wild thing wild thing please baby baby please posse in effect hangin out is always hype and when me and the crew leave the shindig i want a girl whos just my type saw this luscious little frame i aint lyin fellas she was fine the sweet young miss cold gave me a kiss and i knew that she was mine took her to the limousine still parked outside i tipped the chauffeur when it was over and i gave her my own ride couldnt get her off my jock she was like static cling but thats what happens when bodies start slappin from doin the wild thing wild thing she wanna do the wild thing please baby baby please wild thing doin a little show at the local discotheque this fine young chick was on my jock so i say what the heck she wanted to come on stage and do her little dance so i said chill for now but maybe later youll get your chance so when the show was finished i took her around the way and what do you know she was good to go without a word to say we was all alone and she said tone let me tell you one thing i need fifty to make you holler i get paid to do the wild thing say what yo love you must be kidding youre walkin babe just break out of here hasta la vista baby wild thing
1452,1461,Dierks Bentley,What Was I Thinkin',happy,becky was a beauty from south alabama her daddy had a heart like a nine pound hammer think he even did a little time in the slammer what was i thinking she snuck out one night and met me by the front gate her daddy came out waving that twelve gauge we tore out the drive he peppered my tailgate what was i thinking oh i knew thered be hell to pay but that crossed my mind a little too late cause i was thinking about a little white tank top sitting right there in the middle by me i was thinking about a long kiss man just got to get going where the night might lead i know what i was feeling but what was i thinking what was i thinking by the county line the cops were nipping on our heels pulled off the road and kicked it in four wheel shut off the lights and tore through the corn field what was i thinking out the other side she was hollering faster took a dirt road and had the radio blasting hit the honky tonk for a little close dancing what was i thinking oh i knew thered be hell to pay but that crossed my mind a little too late cause i was thinking about a little white tank top sitting right there in the middle by me i was thinking about a long kiss man just got to get going where the night might lead i know what i was feeling but what was i thinking what was i thinking when a mountain of a man with a born to kill tattoo tried to cut in i knocked out his front tooth we ran outside hood sliding like bo duke what was i thinking i finally got her home at a half past too late her daddys in a lawn chair sitting on the driveway put it in park as he started my way what was i thinking oh what was i thinking oh what was i thinking then she gave a come and get me grin and like a bullet we were gone again cause i was thinking about a little white tank top sitting right there in the middle by me i was thinking about a long kiss man just got to get going where the night might lead i know what i was feeling but what was i thinking what was i thinking
1453,1462,G. Love,Missing My Baby,relaxed,when that moon comes shinin through them clouds dont you know that im missin my baby yeah yeah i know ive been gone a long long time and you sure do miss your man and baby i can understand you being mad cause ive been gone so long ive gonna tell you baby hold on baby hold on listen girl if you wanna find another man while im gone im gonna tell you now hold on baby hold on my love as always comin on strong you wont have to wait to long cause im on my way back home dont you know that im missin my baby yeah yeahhh missin my baby ohhhhhh just missin my baby yeah yeahh listen now you know you make me feel higher when you call me on the telephone wire and you say my name please dont play these foolish games umm cause im standing down here by the payphone in the poorin rain and im runnin out of change and im missin my baby yeah yeah i mean to tell you im missin my baby take me baby refrain insert real tasty keyboard solo im comin back to you baby here i come baby here i come now refrain
1454,1463,Christina Aguilera,Hurt,angry,would you tell me i was wrong would you help me understand are you lookin down upon me are you proud of who i am theres nothing i wouldnt do to have just one more chance to look into your eyes and see you looking back oh im sorry for blaming you for everything i just couldnt do and ive hurt myself oh oh if i had just one more day i would tell you how much that ive missed you since youve been away oh its dangerous its so out of line to try and turn back time im sorry for blaming you for everything i just couldnt do and ive hurt myself by hurting you
1455,1464,The Stooges,T.V. Eye,angry,lord stop it see that cat yeah i do mean you see that cat yeah i do mean you she got a tv eye on me she got a tv eye she got a tv eye on me whoa see that cat down on her back see that cat down on her back she got a tv eye on me she got a tv eye she got a tv eye on me eh see that cat yeah i love her so see that cat yeah i love her so she got a tv eye on me she got a tv eye she got a tv eye on me whoa yeah ram it see that cat yeah i love her so see that cat yeah i love her so she got a tv eye on me she got a tv eye she got a tv eye on me whoa
1456,1465,Arctic Monkeys,The View From the Afternoon,happy,anticipation has the habit to set you up for disappointment in evening entertainment but tonight therell be some love tonight therell be a ruckus yeah regardless of whats gone before i want to see all of the things that weve already seen the lairy girls hung out the window of the limousine of course its fancy dress and theyre all looking quite full on in bunny ears and devil horns and how anticipation has the habit to set you up for disappointment in evening entertainment but tonight therell be some love tonight therell be a ruckus yeah regardless of whats gone before i want to see all of the things that weve already seen i wanna see you take the jackpot out the fruit machine and put it all back in youve got to understand that you can never beat the bandit no and she wont be surprised and she wont be shocked when shes pressed the star after shes pressed unlock and theres verse and chapter sat in her inbox and all that it says is that youve drank a lot and you should bear that in mind tonight bear that in mind yeah you should bear that in mind tonight bear that in mind and you can pour your heart out but her reasonin will block owt you send her after nine o clock anticipation has the habit to set you up for disappointment in evening entertainment but tonight therell be some love oh tonight therell be a ruckus yeah regardless of whats gone before and she wont be surprised and she wont be shocked when shes pressed the star after shes pressed unlock and theres verse and chapter sat in her inbox and all that it says is that youve drank a lot and you should bear that in mind tonight bear that in mind yeah you should bear that in mind tonight bear that in and you can pour your heart out around three o clock when the two for ones undone the writers block
1457,1466,3 Doors Down,Be Somebody,sad,the shades gone up mothers staring down she dont know where hes been or how long hes been out she said boy im tired of waiting up while youre out with your friends he said mom im trying and im living my life the best way that i can cause im trying to be somebody im not trying to be somebody else this life is mine im living dont you know me i wont ever let you down the day has come the sun is moving on she dont know where hell go or when hes coming home she said son take care dont let your dreams get too far out of sight he said i love zero point now dont worry about me you know ill be fine cause im trying to be somebody im not trying to be somebody else this life is mine im living dont you know me i wont ever let you down no im not trying to be somebody else dont you know me i wont ever let you i wont ever let you what they say what they know what they think wont ever bring me down this life is mine and i am my own im trying to be somebody im not trying to be somebody else this life is mine i lead dont you know me im trying to be somebody im not trying to be somebody else this life is mine im living dont you know me i wont ever let you down im not trying to be somebody else dont you know me i wont ever let you down i wont be nobody else this life is mine and i am my own
1458,1467,stellastarr*,Sweet Troubled Soul,happy,im a jealous man oooh i cant relate shes a doe eyed girl oooh with no complaints but theres another side that im trying to crack if you open your mind and let me take a stab at the secrets that you know sweet troubled soul shes a summer tramp oooh all dressed in black a fluorescent tan oooh sweet heart attack oh but theres another side that im trying to crack if you open your mind and let me take a stab at the secrets that you know sweet troubled soul woah woah woah woah i want to suffer in your arms and woah and when youre naked in the dark i want to see your face in the reflection of my bedroom stereo well take it slow sweet troubled soul but theres another side that im trying to crack if you open your mind and let me take a stab at the secrets that you know just let it goooo woah i want to suffer in your arms and woah and when youre naked in the dark i want to see your face in the reflection of my bedroom stereo well take it slow sweet troubled soul oh sweet troubled soul woah woah woah woah woah
1459,1468,Sun Kil Moon,Carry Me Ohio,sad,sorry that i could never love you back i could never care enough in these last days her tears fell on her pages found me well on her words i dont know what to do or say wadin through warm canals and pools clear blue the tuscarawas flowed into the great lakes ridin back where the highway met dead tracks the ground is now cement and glass so far away heal her soul carry her my angel ohio green green youth what about the sweetness we knew what about whats good whats true from those days cant count to all the lovers ive burned through so why do i still burn for you i cant say sorry that i could never love you back i could never care enough in these last days heal her soul carry her my angel ohio children blessed gather round the home she rests so pull and go over there midwest moon and sun flashes bringing on my open eyes to lightnin storm the touch of mist felt soft felt warm on my face gray vague dreams a million miles ago you seem a star that i just dont see anymore words long gone lost on journeys we walked on lost are voices heard along the way sorry for never goin by your door never feelin love like that anymore heal her soul carry her my angel ohio
1460,1469,Sylvester,You Make Me Feel (Mighty Real),happy,when were out there dancin on the floor darlin and i feel like i need some more and i feel your body close to mine and i know my love its about that time make me feel mighty real make me feel mighty real you make me feel mighty real you make me feel mighty real when we get home darlin and its nice and dark and the musics in me and im still real hot then you kiss me there and it feels real good and i know youll love me like you should oh you make me feel mighty real you make me feel mighty real make me feel mighty real make me feel mighty real make me feel mighty real make me feel mighty real i feel real i feel real i feel real i feel real real real i feel real i feel real i feel real woo i feel real i feel real i feel real real real woo i feel real woo i feel real i feel real real real i feel real im real real you make me feel mighty real you make me feel mighty real oh you make me feel mighty real you make me feel mighty real oh i feel real when you touch me i feel real when you kiss me i feel real when you touch me i feel real when you hold me
1461,1470,Diary of Dreams,Portrait Of A Cynic,sad,i know for sure you left me here i came for shelter my last conviction ill fight for sure you found me stranded my hand in yours a farewell whisper tell me what for tell me why tell me the reason tell me how tremble on my last conviction tremble on my last farewell tremble on my last prediction tremble on this is my cell tremble on my last conviction tremble on my last farewell tremble on my last prediction tremble on this is my cell
1462,1471,Tori Amos,Professional Widow,angry,slag pit stag shit honey bring it close to my lips yes dont blow those brains yet we gotta be big boy we gotta be big starfucker just like my daddy yes starfucker just like my daddy yes selling his baby yes just like my daddy yes gonna strike a deal make him feel like a congressman running in the family its running a family rest your shoulders peaches and cream everywhere a judas as far as you can see beautiful angel calling we got every re run of muhammad ali prism perfect honey bring it close to your lips yes what is termed a landslide of principle proportion boy its gotta be big i said it better be big hey hey starfucker just like my daddy yes starfucker just like my daddy yes selling his baby yes just like your daddy yes selling his baby gonna strike a deal make him feel like a congressman its running in the family its running a family hey its running in the family hey baby its running a family hey yeah mother mary china white brown may be sweeter may be sweeter mother mary china white brown may be sweeter she will supply she will supply she will supply she will supply supply supply give me peace love peace love give me peace love and a hard cock
1463,1472,ATB,Marrakech,relaxed,a ritual disgrace marrakesh adventure a ritual disgrace marrakesh adventure marrakesh adventure a ritual disgrace marrakesh adventure a ritual disgrace marrakesh adventure marrakesh adventure that familiar sound explains what im feeling im both lost and found never been there before that familiar sound explains what im feeling im both lost and found never been there before cant tell you how i even came to get here mysterious everything i hold dear that familiar sound explains what im feeling im both lost and found never been there before
1464,1473,Slayer,Ghosts Of War,angry,fate silent warriors sleeping souls will rise once forgotten soldiers come to life fallen mercenary dormancy is done not content with wars weve never won memories cant ignore anguish of before satisfy the scorn rise ghosts of war target assassinate time of your life has expired hatred victimize gaze in their eyes as they die violence inflicting of pain savage morticians deny drive the salt in the wound arouse the subconscious to lie memories cant ignore anguish of before satisfy the scorn rise ghosts of war i deal in pain all life i drain i dominate i seal your fate i deal in pain all life i drain memories cant ignore rise ghost of war
1465,1474,India.Arie,The Truth,relaxed,let me tell you why i love him cause he is the truth said he is so real and i love the way that he makes me feel and if i am a reflection of him then i must be fly because his light it shines so bright i wouldnt lie i remember the very first day that i saw him i found myself immediately intrigued by him its almost like i knew this man from another life like back then maybe i was his husband maybe he was my wife and even things i dont like about him are fine with me cause its not hard for me to understand him cause hes so much like me and its truly my pleasure to share his company and i know that its gods gift to breathe the air he breathes cause he is the truth said he is so real and i love the way that he makes me feel and if i am a reflection of him then i must be fly because his light it shines so bright i wouldnt lie no how can the same man that makes me so mad do you know what he did turn right around and kiss me so soft girl do you know what he did if he ever left me i wouldnt even be sad no cause theres a blessing in every lesson and im glad that i knew him at all cause he is the truth said he is so real and i love the way that he makes me feel and if i am a reflection of him then i must be fly because his light it shines so bright i wouldnt lie i love the way he speaks i love the way he thinks i love the way that he treats his mama i love that gap in between his teeth i love him in every way that a woman can love a man from personal to universal but most of all its unconditional you know what im talking about thats the way i feel and i always will there aint no substitute for the truth either it is or isnt cause he is the truth you see the truth it needs no proof either it is or it isnt cause he is the truth now you know the truth by the way it feels and if i am a reflection of him then i must be fly because he is yes he is i wonder does he know
1466,1475,Neutral Milk Hotel,April 8th,sad,crawl across toward your window im calling softly from the street always a lonely widow half awake and sleeping on my feet im of age but have no children no quarter phone booth calls to home just late night television inside my bedroom all alone there is no use in waiting offer up your steps so i can climb show me all your figure paintings etched in the middle of the night let me stretch upon your carpet let me hear the rain tap on your street knowing i am safe on the inside blankets wrapped and drifting off to sleep
1467,1476,Opeth,Heir Apparent,angry,long days slow waste sew lies sow hate so many years to clean the slate endless despair within its wake his touch soiling what used to be clean his gaze burning on the edge of our dreams no more long days long days and again he rides in its september and he covets the gullible skeletal wish hunter a thousand lies cast from the throne of secrecy hear him spewing forth a meaning to miserable lies this futile test drowned in the levee of deception this futile test drowned in the levee of deception in the year of his sovereign rid us of your judgment heir apparent
1468,1477,Ray Charles,What'd I Say,happy,hey mama dont you treat me wrong come and love your daddy all night long alright now hey hey alright see the girl with the diamond ring she knows how to shake that thing alright now now now hey hey hey hey tell your mama tell your pa im gonna send you back to arkansas oh yes maam you dont do right dont do right when you see me in misery come on baby see about me now yeah alright alright ah play it boy when you see me in misery come on baby see about me now yeah hey hey alright see the girl with the red dress on she can do the birdland all night long yeah yeah whatd i say alright well tell me whatd i say yeah tell me whatd i say right now tell me whatd i say tell me whatd i say right now tell me whatd i say tell me whatd i say yeah and i wanna know baby i wanna know right now and a i wanna know and i wanna know right now yeah and a i wanna know said i wanna know yeah what whats that whats that whats that alright hey hey ho ho hey hey ho ho hey hey ho ho oh one more time just one more time say it one more time right now just one more time say it one more time now just one more time say it one more time yeah just one more time say it one more time just one more time say it one more time yeah just one more time hey hey ho ho hey hey ho ho hey hey ho ho ah make me feel so good make me feel so good make me feel so good now yeah make me feel so good whoa baby make me feel so good make me feel so good yeah make me feel so good make me feel so good make me feel so good make me feel so good yeah make me feel so good huh huh ho ho huh huh ho ho huh huh ho ho huh ah its alright baby its alright said that its alright right now baby its alright said that its alright baby its alright said that its alright yeah baby its alright said that its alright baby its alright said that its alright baby its alright whoa shake that thing now baby shake that thing baby shake that thing now now baby shake that thing baby shake that thing baby shake that thing baby shake that thing right now baby shake that thing baby shake that thing baby shake that thing baby shake that thing baby shake that thing whoa i feel alright now yeah make me feel alright said i feel alright now make me feel alright whoa make me feel alright tell you i feel alright yeah make me feel alright said i feel alright make me feel alright baby i feel alright make me feel alright
1469,1478,Above & Beyond,Home,relaxed,here i come to find myself catch the tide looking for a peace at the end of the line sometimes i cant help myself feel this high im all at sea and so unwise im so afraid id lose your love as time goes by but courage is a fire and a beacon so bright the sunset builds a memory our love signed and all i see become a lie will i wash away turning like a stone i need a place where i belong call the setting sun to throw me down the road and take me to a place called home i close my eyes i know youre there love of mine standing on the shore in a world i designed the sunset fires a lonely flare into the sky and all i see we say goodbye will i wash away turning like a stone i need a place where i belong call the setting sun to throw me down the road and take me to a place called home looking for a place called home will i wash away turning like a stone i need a place where i belong call the setting sun to throw me down the road and take me to a place called home
1470,1479,Marilyn Manson,Misery Machine,angry,i would like to face reality let me tell you theres over three thousand groups operating in this country today and the number is zero point as christians we gotta take on the armor of christ and go to battle against satan man in the front got a sinister grin careen down highway six hundred and sixty six we wanna go crush the slow as the pitchfork bends the needles grow my arms are wheels my legs are wheels my blood is pavement were gonna ride to the abbey of thelema to the abbey of thelema blood is pavement yeah grill in the front is my sinister grin bugs in my teeth make me sick sick sick the objects may be larger than they appear in the mirror my arms are wheels my legs are wheels blood is pavement were gonna ride to the abbey of thelema to the abbey of thelema blood is pavement when you ride youre ridden when you ride youre ridden beep beep beep beep his horn went beep beep beep i am fueled by filth and fury do what i will i will hurry there there yeah my arms are wheels my legs are wheels my blood is pavement my arms are wheels my legs are wheels my blood is pavement yeah fuck it my arms are wheels my legs are wheels my blood is pavement my arms are wheels my legs are wheels my blood is pavement pavement pavement yeah yeah yeah yeah yeah yeah go home to your mother doesnt she ever watch you tell her this isnt some communist day care center tell your mother i hate her tell your mother i hate you i want my son off of your mailing list i have already contacted the post office about your pornographic material that is being received in the mail my next stop is my zero point i do not want this number called anymore and i do not want anything delivered to my zero point if i receive anything else from this band or this group my next phone call will be my attorney and you will be zero point thank you and good bye
1471,1480,Titus Andronicus,Arms Against Atrophy,angry,a band trip dance minus zero what could be the harm but a six week vacation from the use of my right arm it was just the two hits i remember nothing more only alex hitting the switch and me hitting the floor were taking this lying down the one thing i can stand up for is resting supine on the ground zero point mcdermott wont you help me to my feet because the drumlines going wild in the san francisco streets the long walk home is an hour and a half but it quickly turns to three or four with stops at every underpass but by june twenty two i have done the math thats a hundred and five liters ill consume of zero point path some girls will tell their secrets to anyone the word love gets thrown around a lot near graduation so please dont whisper sweet nothings in my ear when the sound of shredding vocal chords is what i want to hear because were going to san francisco and i forget to wear some flowers in my hair shes got a secret surname that nobody knows with the most gorgeous hyphen you wouldnt believe the way it glows and im the only one who gets to see it way up close so the rest of you can stick it up your nose last night i had the strangest dream that i have ever known my mother in a fit of rage chases me from our home my mother the murderer holds me down in the road shes got the nail clippers at my throat even though things lately may have been real horror show im wishing i was back in utero id like to go back to the way that things were before but apparently im looking at physical therapy it wont be exactly how it used to be it aint hard to see that its not that way not that way anymore jesus christ is suffering upon his cross tonight i just sit outside waiting for frost to bite its always this way she says on her way out the door wait and see the rest is yet to reveal itself to me
1472,1481,Antimatter,Fighting for a Lost Cause,sad,and there it is as pure as snow i couldnt see it for my head was too low and prying eyes they stoop too low poisoning my soul as sanity waits in the gallows defeated i fighting for a lost cause depleted i dying for the wrong cause these are the hours on the range the more you show them the more they choose to take away defeated i fighting for a lost cause depleted i dying for the wrong cause some things never change in the wings and as its your war therell be no escape at all defeated i fighting for a lost cause depleted i dying for the wrong cause
1473,1482,Natalie Merchant,San Andreas Fault (Remastered LP Version),sad,go west paradise is there youll have all that you can eat of milk and honey over there youll be the brightest star the world has ever seen sun baked slender heroine of film and magazine so go west paradise is there youll have all that you can eat of milk and honey over there youll be the brightest light the world has ever seen the dizzy height of a jet set life you could never dream your pale blue eyes strawberry hair lips so sweet skin so fair your future bright beyond compare its rags to riches over there san andreas fault moved its fingers through the ground earth divided plates collided such an awful sound san andreas fault moved its fingers through the ground terracotta shattered and the walls came tumbling down oh promised land oh promised land oh wicked ground wicked ground build a dream tear it down oh promised land oh promised land what a wicked ground what a wicked ground build a dream watch it all fall down
1474,1483,Liv Kristine,Take Good Care,relaxed,when the sun was down i opened my eyes and i looked around all the stars were bound to fall from the sky i would make no sound take good care take good care i can hold you and console you i can show you another rainbow take good care minus zero i can make you one i can hold you like i told you i can fold you another rainbow take good care minus zero i can make you one wheres that distant light there used to be one once we used to lie under the sun all the things that i would treasure have gone now im satisfied i can hold you and console you i can show you another rainbow take good care minus zero i can make you one i can hold you like i told you i can fold you another rainbow take good care minus zero i can make you one
1475,1484,Ben Folds Five,Brick,sad,six hundred day after christmas i throw some clothes on in the dark the smell of cold car seat is freezing the world is sleeping i am numb up the stairs to her apartment she is balled up on the couch her mom and dad went down to charlotte theyre not home to find us out and we drive now that i have found someone im feeling more alone than i ever have before shes a brick and im drowning slowly off the coast and im headed nowhere shes a brick and im drowning slowly they call her name at seven hundred and thirty i pace around the parking lot then i walk down to buy her flowers and sell some gifts that i got cant you see its not me youre dying for now shes feeling more alone than she ever has before shes a brick and im drowning slowly off the coast and im headed nowhere shes a brick and im drowning slowly as weeks went by it showed that she was not fine they told me son its time to tell the truth and she broke down and i broke down cause i was tired of lying driving back to her apartment for the moment were alone yeah shes alone and im alone and now i know it shes a brick and im drowning slowly off the coast and im headed nowhere shes a brick and im drowning slowly
1476,1485,Amy Winehouse,Monkey Man,happy,ay ay ay ay ay ay hugging up the big monkey man ay ay ay ay ay ay hugging up the big monkey man never saw you i only heard of you hugging up the big monkey man i never saw you i only heard of you hugging up the big monkey man its your lie its your lie hugging up the big monkey man its your lie its your lie hugging up the big monkey man now i know that now i understand hugging up the big monkey man now i know that now i understand hugging up the big monkey man la la la la la la hugging up the big monkey man la la la la la la hugging up the big monkey man ay ay ay ay ay ay hugging up the big monkey man ay ay ay ay ay ay hugging up the big monkey man never saw you i only heard of you hugging up the big monkey man i never saw you i only heard of you hugging up the big monkey man its your lie its your lie hugging up the big monkey man its your lie its your lie hugging up the big monkey man now i know that now i understand hugging up the big monkey man now i know that now i understand hugging up the big monkey man la la la la la la hugging up the big monkey man la la la la la la hugging up the big monkey man
1477,1486,Pearl Jam,Animal,angry,one two three four five against one five five five against one i said one two three four five against one fi five five five five against torch her from you to me yeah abduct it from the street id rather be id rather be with id rather be with an animal ahh rah why would you want to hurt me ahh oh so frightened of your pain yeah id rather be id rather be with id rather be with an animal id rather be id rather be id rather be with an animal huh five five against one said id rather be id rather be with id rather be with an animal id rather be id rather be id rather be with an animal said one two three four five against one fi five five five five against five against one two three four five against one fi five five five five against one said
1478,1487,Ryan Adams,This House Is Not For Sale,relaxed,tell em that the house is not for sale were still livin here how come nobody can tell theyre taking all the furniture movin our things come on little honey put your head on my knee tell em that the house is not for sale and calm down calm down calm down calm down calm down calm down do you remember when we even bought this thing i danced you across the wooden floor and then you signed the lease what happened in the car that night what happened in the car that night tell em that the house is not for sale calm down calm down calm down calm down calm down calm down calm down tell em that the house is not for sale we could grab a couple sheets yeah and give em quite a scare i remember lyin on the bedroom floor you were holding me honey kissing my soul tell em that the house is not for sale and calm down calm down calm down calm down calm down calm down calm down calm down
1479,1488,SWV,You're The One,happy,youre the one for me youre the one for me youre the one you can call on me oh yes is all i want us to be oh yeah youre the one for me i know that youre somebody elses guy but these feelings that i have for you i cant deny she doesnt treat you the way you want her to so come on stop running i wanna get with you what your girl dont know wont hurt her anything to make this love go further youre the one youre the one for me when in need you can call on me when in love is all i want us to be cause youre the one youre the one for me this can be an undercover romance cause i feel that im the type of girl you should give a chance taste and see taste and see how good it can be how good it can be cause you dont have to worry baby what your girl dont know wont hurt her anything to make this love go further youre the one youre the one for me when in need you can call on me when in love is all i want us to be cause youre the one youre the one for me so whats my chance im willing to do anything to get in your pants you dont have to worry i wont say a thing and if she finds out i dont know nothing oh no no no youre the one youre the one for me when in need you can call on me when in love is all i want us to be cause youre the one youre the one for me youre the one for me when in love you need youre the one for me when in love you need youre the one youre the one for me when in need you can call on me when in love is all i want us to be cause youre the one youre the one for me
1480,1489,Cut Off Your Hands,Oh Girl,happy,oh girl i want to see you tonight oh its been days since i held your hand you know it feels like years if you understand oh girl can you come over to my house oh we can do things that weve never done we can just talk it can be such fun oh darling oh wont you come and stand next to me oh let me whisper in you ear people see then i dont care oh girl can you come over tonight oh tell me those words that i want to hear you can just whisper in my ear dont you know that life depends on a night with only you dont you think that youd like to stay with me too because you can if you just take my hand come on girl im waiting here for you because you can if you just take my hand you know that its true oh girl the way you look it just blows my mind all that i want is to be next to you so tell me babe what times best for you oh darling can you come over to my house oh we can do things that weve never done we can just talk it can be such fun dont you know that life depends on a night with only you dont you think that youd like to stay with me too because you can if you just take my hand come on girl im waiting here for you because you can if you just take my hand you know that its true oh oh oh dont you know that life depends on a night with only you dont you think that youd like to stay with me too because you can if you just take my hand come on girl im waiting here for you because you can if you just take my hand you know that its true oh girl i want to see you tonight oh its been days since i held your hand you know it feels like years since you understand oh girl can you come over to my house oh tell me those words that i want to hear you can just whisper in my ear oh girl
1481,1490,Nicole Atkins,Together We're Both Alone,relaxed,i am raising a flag i am just too tired now to fight its white and its waving cant we save this for another night i used to be afraid but now i crave the quiet together we are both alone but i dont mind ill dream of something to try and make us alright to make us alright baby put your arms down theyre machines that cant be fixed no more cause when the alarm sounds ill be right here waiting at your door well sit up on the bed for a while together we are both alone but we dont mind well dream of something to try and make us alright to make us alright its alright its alright to make us alright its alright its alright but the dawn is trouble when i close my eyes you never go away ive tried everything still you wont change is it better if you go but the ending doesnt matter one hundred days and then the suffering stops running faster through this hope to save your heart before it drops and you can never say i didnt try together we are both alone but i dont mind i dreamt of everything i tried to make us alright its all right its all right its all right its all right its all right its all right its all right its all right its all right its all right its all right its all right its all right its all right its all right its all right together we are both alone but i dont mind together we are both alone but i dont mind together we are both alone but i dont mind together we are both alone but i dont mind
1482,1491,Zeromancer,Houses of Cards,sad,how can you stand there and deny it after all we have been through how can you stand there and deny it and make a fool out of you collapsing like houses of cards and landing on splinters and glass wish i could fake it like you do wish i could fake it just like you how can you stand there and deny it how can you stand there and deny it trust me now collapsing like houses of cards and landing on splinters and glass they crush your heart but spare your feet like judging people youve yet to meet well time is running fast upon your reflection trust me now how can you stand there stand and deny it
