,lyrics,mood_cats
1605,staring at the ceiling sorting out my thoughts weighing every word i want to say darkness fills the room its closing in on us the words all come out wrong again i let you down if i could just trust more id dare to speak the truth wish i could give one hundred percent its sad and unfair you too are suffering when im the guilty you are the innocent for way too long ive been merely a shadow of my true self im in despair im beyond repair a shadow hanging over me it clouds my mind preventing any sane thoughts to occur a silhouette is cast on your side of the bed reminding me of what i have become for way too long ive been merely a shadow of my true self im in despair im beyond repair,1
1329,cant stand the way you look cant stand the way you talk cant stand the way you act cant stand you do i think youre a dick yes do i think youre fat yes do i think well fight yes do you think youll win no do i think youre stupid yes do i think youre lame yes am i stressing youre the one to blame cant stand the way you look cant stand the way you talk cant stand the way you act cant stand you do i think youre shit yes do i think youre a fuck yes do i think well fight yes do you think youll win no do i think youre stupid yes do i think youre lame yes am i stressing youre the one to blame i open my mouth at the wrong time always ragging on somebody im drunk all the time throwing beer bottles and spitting in your face checking through the purse of the slut in your place shell never notice if her money is gone piss in her jacket and just send her along cant stand the way you look cant stand the way you talk cant stand the way you are cant stand you do i think youre sick yes do i think youre a fuck yes do i think well fight yes do you think youll win no do i think youre stupid yes do i think youre lame yes am i stressing youre the one to blame,3
560,hold on to that lead they sometimes pull so tight and there s bad boy oscar he been up all night and if o ygen ran out you know he just won t care it ll be like throw that stick one more time of there and we went woo poodle rockin baby poodle rockin my mind was a mess before you brought happiness and we went woo poodle rockin baby poodle rockin you re chasing sticks and stones like you just don t care at all dear round alice she been sick outta sight she s just ate three whole bo es of turkish delight oh waggy waggy tail and chasing sticks and stones those victory laps and sgt pepper tones and we went woo poodle rockin baby poodle rockin my mind was a mess before you brought happiness and we went woo poodle rockin baby poodle rockin you re chasing sticks and stones like you just don t care at all and we went woo poodle rockin baby poodle rockin my mind was a mess before you brought happiness and we went woo poodle rockin baby poodle rockin you re chasing sticks and stones like you just don t care like you just don t care like you just don t care at all like you just don t care like you just don t care like you just don t care at all like you just don t care like you just don t care like you just don t care at all,1
1877,this magic moment so different and so new was like any other until i kissed you and then it happened it took me by surprise i knew that you felt it too by the look in your eyes sweeter than wine softer than the summer night everything i want i have whenever i hold you tight this magic moment while your lips are close to mine will last forever forever till the end of time oh magic oh magic mmm magic sweeter than wine softer than the summer night everything i want i have whenever i hold you tight this magic moment while your lips are close to mine will last forever forever till the end of time magic oh magic magic moment magic magic moment magic magic moment magic oh magic oh magic magic,0
373,whoo somebody loves me too i guess i always knew id find someone like you so doggone sweet and true my my oh me oh my youre the reason why ill love you till the day i die my oh my honey please cant ya see you saved me cant ya see you gave me cant ya see you made me yeah honey please cant ya see you saved me honey cant ya see you made me cant ya see you gave me what you gave to me yeah yeah yeah honey please cant ya see you saved me cant ya see you made me cant ya see you gave me honey please cant ya see you saved me cant ya see you made me cant ya see oh honey please yeah yeah yeah yeah in ahh all this time ive been lost in the world without end till the day you came into my life and you made it right oh girl oh cant ya see you made me cant ya see you gave me honey please cant ya see you saved me yeah aww yeah yeah cant ya see you made me aww yeah yeah yeah cant ya see you gave me my my baby my baby honey please cant ya see you saved me cant ya see you made me cant ya see you gave me honey please cant ya see you saved me cant ya see you made me cant ya see you gave me honey please cant ya see you saved me cant ya see you made me cant ya see you gave me honey please cant ya see you saved me cant ya see you made me cant ya see you gave me honey please cant ya see you saved me cant ya see you made me cant ya see you gave me,0
2957,somebody better give me a sting somebody better make me bleed fill this vacancy underneath my skin cause im fighting with a thorn on my side i never meant to fall this far i have grown the soul of an enemy i hold an element of surprise god knows its gonna make me smile breathe in immortality im falling down one thousand feet so lets gather with the gods tonight play truant for the final time ive been strung from hell give me birth again cause i never meant to crawl this high my guts are gonna drop like flies breathe in immortality im falling down one thousand feet and oh my god one hundred floors flash faster than my eyes can meet give me something sacred so long so deep so high so far so good so much pressure building they wont break me they wont ground me breathe in immortality im falling down one thousand feet and oh my god one hundred floors flash faster than my eyes can meet,3
2767,people say i m crazy doing what i m doing well they give me all kinds of warnings to save me from ruin when i say that i m okay well they look at me kind of strange surely you re not happy now you no longer play the game people say i m lazy dreaming my life away well they give me all kinds of advice designed to enlighten me when i tell em that i m doing fine watching shadows on the wall don t you miss the big time boy you re no longer on the ball i m just sitting here watching the wheels go round and round i really love to watch them roll no longer riding on the merry go round i just had to let it go people asking questions lost in confusion well i tell them there s no problem only solutions well they shake their heads and they look at me as if i ve lost my mind i tell them there s no hurry i m just sitting here doing time i m just sitting here watching the wheels go round and round i really love to watch them roll no longer riding on the merry go round i just had to let it go i just had to let it go i just had to let it go,1
2839,i was justified when i was five raising cain i spit in your eye times are changing now the poor get fat but the fevers gonna catch you when the bitch gets back oh eat meat on friday thats alright i even like steak on a saturday night i can bitch the best at your social dos i get high in the evening sniffing pots of glue ooh im a bitch im a bitch oh the bitch is back stone cold sober as a matter of fact i can bitch i can bitch cause im better than you its the way that i move the things that i do oh i entertain by picking brains sell my soul by dropping names i dont like those my god whats that oh its full of nasty habits when the bitch gets back oh im a bitch im a bitch oh the bitch is back stone cold sober as a matter of fact i can bitch i can bitch cause im better than you its the way that i move the things that i do oh oh im a bitch im a bitch oh the bitch is back stone cold sober as a matter of fact i can bitch i can bitch cause im better than you its the way that i move the things that i do oh bitch bitch bitch is back bitch bitch bitch is back bitch bitch bitch is back bitch bitch bitch is back bitch bitch bitch is back bitch bitch bitch is back bitch bitch bitch is back bitch bitch bitch is back,0
3002,hello if youre there pick up the phone im calling from thirty thousand feet above you the captains just informed us that our plane is going down so im calling for one last time to say i love you im not certain how much time i may have left so ill be brief im sorry if this message only amplifies your grief but i couldnt bear the burden of never havin said goodbye and the pain you feel i promise you will go away with time im sorry i wont be there to see our children grow please tell them that i loved them more than they will ever know tell my family and friends how much i love them all as well im sure that we will meet again but only time will tell im sorry most of all i wont be there when you grow old to be there by your side and keep you warm when you are cold forgive me but i think my time is drawing to a close so ive one last thing to tell you now before i have to go i…,2
3299,i dont have to tell you what this is all about cause baby half the fun is in us figuring it all out so why you gotta ask me what im doing now cause i dont like to question what i still havent found ooh yeah so dont turn off the lights i dont wanna be in the dark tonight cause i cant read your mind i need to know if what im doing is right so dont turn off the lights so dont turn off the lights so tell me how were gonna get there its so hard to even try but if we move together ooh yeah yeah well end up on the same side ooh yeah yeah so dont turn off the lights i dont wanna be in the dark tonight cause i cant read your mind i need to know if what im doing is right so dont turn off the lights so dont turn off the lights if you could know what im feeling would you run and where would you go if you want to know what im thinking just turn on the lights and youll know so dont so dont turn off the lights dont turn off the lights i dont wanna be in the dark tonight cause i cant read your mind dont turn out the light i need to know if what im doing is right so dont turn off the lights so dont turn off the lights dont turn off the light i dont wanna be in the dark tonight cause i cant read your mind dont turn off the light i need to know if what im doing is right so dont turn off the lights so dont turn off the lights so dont turn off the lights dont turn off the lights dont turn off the lights,0
1684,all my friends are embryonic all my friends are dead and gone all my friends are microscopic all my friends wake up alone girl germs eat your little virus revolution come and die elitists who eat the virus sleep with me wake up alive gutless youre gutless youre gutless youre gutless you can try to suck me dry but theres nothing left to suck just you try to hold me down come on try to shut me up step and fetch grease my hips i dont even have to pause i dont really miss god but i sure miss santa claus gutless youre gutless gutless youre gutless i wanna drink the honey blood i wanna drink the honey blood gutless youre gutless gutless youre undressed youre gutless youre gutless youre gutless youre undressed,3
1167,i go to college that makes me so cool i live in a dorm and show off by the pool i join the right clubs just to build an impression i block out thinking it wont get me ahead my ambition in life is to look good on paper all i want is a slot in some big corporation belushis my hero i lampoon and i ape him my news of the world comes from sports illustrated im proud of my trophies like my empty beer cans stacked in rows up the wall to impress all my friends no im not here to learn i just want to get drunk and major in business and be taught how to fuck win win i always play to win wanna fit in like a cog in the faceless machine im a terminal terminal terminal preppie terminal terminal terminal preppie terminal terminal terminal terminal terminal terminal terminal terminal i want a wife with tits who just smiles all the time in my centerfold world filled with springsteen and wine someday ill have power someday ill have boats a tract in some suburb with thanksgivings to host im a terminal terminal terminal preppie terminal terminal terminal preppie terminal terminal terminal preppie,3
3918,yeah mm hm i cant believe the news today oh i cant close my eyes and make it go away how long how long must we sing this song how long how long cause tonight we can be as one tonight broken bottles under childrens feet bodies strewn across the dead end street but i wont heed the battle call it puts my back up puts my back up against the wall sunday bloody sunday sunday bloody sunday sunday bloody sunday sunday bloody sunday oh lets go and the battles just begun theres many lost but tell me who has won the trench is dug within our hearts and mothers children brothers sisters torn apart sunday bloody sunday sunday bloody sunday how long how long must we sing this song how long how long cause tonight we can be as one tonight sunday bloody sunday tonight tonight sunday bloody sunday tonight tonight come get some wipe the tears from your eyes wipe your tears away ill wipe your tears away ill wipe your tears away sunday bloody sunday ill wipe your bloodshot eyes sunday bloody sunday sunday bloody sunday sunday bloody sunday oh sunday bloody sunday sunday bloody sunday oh yeah lets go and its true we are immune when fact is fiction and tv reality and today the millions cry sunday bloody sunday we eat and drink while tomorrow they die sunday bloody sunday the real battle just begun sunday bloody sunday to claim the victory jesus won sunday bloody sunday on sunday bloody sunday yeah yeah sunday bloody sunday,3
2024,come monday night the day of work is done tuesday morning looms the grey of ordinariness start by putting off your chores and all the crushing bores say your morning prayers sing a rousing song then sing it on the long walk home come monday night were in a state of grace twenty million boys are caught up in a paper chase if the weekend promised much then it failed to touch on a single count what i was hoping for what i was hoping for come monday night we turn the telly off to listen to the silence light that comes in from outside if you could catch it all and pin it to your wall then you would sleep much better baby you would sleep much better maybe you would sleep much better baby you would sleep much better maybe you would sleep much better baby you would sleep much better maybe you would sleep much better baby you would sleep much better maybe you would sleep much better baby you would sleep much better maybe you would sleep much better baby you would sleep much better,3
1204,my dear there is no danger cant you see they turn blind eyes to we swift and spot lit strangers oh before the rush is over we will be revered again while the victims still recover oh if we run this light take a little life no one will care at all oh we can burn it and leave for we are the beautiful thieves no one suspects at all no one suspects i oh are we running towards death i have met him times before he adores us like the rest oh even if were discovered just be sure to wear your best we will surely make the covers oh if we run this light take a little life no one will care at all oh we can burn it and leave for we are the beautiful thieves no one suspects at all no one suspects who would run for cover who would run from us who would run for cover who would run from us oh if we run this light take a little life no one will care at all oh we can burn it and leave for we are the beautiful thieves no one suspects at all no one suspects at all oh if we run this light take a little life no one will care at all oh we can burn it and leave for we are the beautiful thieves no one suspects at all no one suspects,3
2916,i still have a flame gun for the cute cute cute ones and i saw your hand with a loose grip on a tight ship i still have a flame gun for the cute ones to burn out all your tricks and i saw your hand with a loose grip on a very tight ship and i know in the cold light theres a very big man theres a very big man leading us into temptation jackson jesse ive got a son in me jackson jesse ive got a son in me and hes related to you hes related to you he is waiting to meet you hes related to you hes related to you he is dying to meet you backhand role reversal where is someone backhand reversible roles i know theres someone i still have a flame gun for the cute ones to burn out all your tricks and i saw your hand with a loose grip on such a tight ship and i know in the cold light theres a very big man leading us into temptation jackson jesse ive got a son in me jackson jesse ive got a son in me and hes related to you hes related to you he is waiting to meet you hes related to you hes related to you he is dying to meet you hes related to you hes related to you hes related to you hes nude as the news nude as the news nude as the news nude as the news all over all over all over all over all over all over all over you,2
972,yeah my girlfriend takes me home when im too drunk to drive and she doesnt get all jealous when i hang out with the guys she laughs at my dumb jokes when no one does she brings me me ican food from sombrero just because yeah just because and my girlfriend likes ul and dhc and shes so smart and independent i dont think she needs me quite half as much as i know i need her i wonder why theres not another guy that shed prefer and when i feel like giving up like my world is falling down i show up at a m shes still up watching vacation and i see her pretty face it takes me away to a better place and i know that everything know that everything know that everything everythings gonna be fine i know that everything know that everything know that everything everythings gonna be fine yeah my girlfriend takes collect calls from the road and it doesnt seem to matter that im lacking in the bulge she laughs at my dumb jokes when no one does she brings me me ican food from sombrero just because and when i feel like giving up like my world is falling down i show up at a m shes still up watching vacation and i see her pretty face it takes me away to a better place and i know that everything know that everything know that everything everythings gonna be fine i know that everything know that everything know that everything everythings gonna be fine i know that everything know that everything know that everything everythings gonna be fine i know that everything know that everything know that everything everythings gonna be fine i know that everything know that everything know that everything everythings gonna be fine i know that everything know that everything know that everything everythings gonna be fine i know that everything know that everything know that everything everythings gonna be fine i know that everything know that everything know that everything everythings gonna be fine,0
1155,my heart is a black stone a streaking mirror of unseen creatures he had a milkness from the uni thousand feet a black stone heart my heart is a black stone a moon glab night come with my darkness i come with this darkness and go away white go away white silver wind and carcass carcass and blue velocity endless ohhhhhhhh silver wind and carcass carcass and blue invisible toooooooo ohoh ohohohoh ohoh ohohohohoh hey silver wind and carcass carcass and blue velocity endless ohhhhhhhh silver wind and carcass carcass and blue invisible toooooooo when my black is back and sea out of sight i go there with my darkness and go away white and my black is back and my sea out of sight i go there with my darkness and go away white go away white go away white go away white,1
2036,ive fought it for a long time now while drowning in a river of denial i washed up fi ed up picked up all my broken things cause you left me police tape chalk line tequila shots in the dark scene of the crime suburban living with a feeling that im giving up everything for you oh oh oh how was i supposed to know that you were oh oh over me i think that i should go go and somethings telling me to leave but i wont cause im damned if i do ya damned if i dont it took a lot to take you home one stupid call and i end up alone youre made up dressed up messed up plans i set in stone but you made me do when i dont like dancing in the alley with the street rat night life cant keep living with a feeling that im giving up everything for you oh oh oh how was i supposed to know that you were oh oh over me i think that i should go go and somethings telling me to leave but i wont cause im damned if i do ya damned if i dont make a fool of myself when you hang around when youre gone im a match thats burning out could have been should have done what i said i was going to do said that i would do but i never promised you but i never promised you promised you oh oh oh how was i supposed to know that you were oh oh over me i think that i should go go it never took a fool to see the things that i wont cause im damned if i do ya damned if i do ya oh oh oh how was i supposed to know cause you left me police tape chalk line that you were oh oh over me i think that i should go tequila shots in the dark scene of the crime somethings telling me to leave but i wont cause im damned if i do ya damned if i d d d damned if i do ya damned if i dont,0
4014,you say you needed someone but you just needed somewhere to stay oh any other time any other time id have told you to be right on your way you say you needed a friend but you just needed sympathy oh any other time any other time id have told you just to let me be but i was so alone so alone dont say you love me baby dont say you love me dont say you love me cause i know it would be just a lie i lost the warmth in my life and you came and helped me up when i was down oh any other time any other time id have let you carry on fooling around i let you into my home and i even let you into my heart oh but any other time any other time id have let you carry on from the very start but i was so sad and blue and i just didnt know what to do dont say you love me baby dont say you love me dont say you love me cause i know it would be just a lie time has told me what i need to know time has showed me now what love is for time keeps telling me that ive got to go yeah i needed someone but that times gone now baby im gonna try and do it all on my own dont say you love me baby dont say you love me dont say you love me cause i know it would be just a lie dont say you love me baby dont say you love me dont say you love me cause i know it would be just a lie baby i dont want you to tell me that you love me because i know because i know yes i know yes i know that it would be just a lie,2
1071,israel little orphans in the snow with nowhere to call a home start their singing singing waiting through the summertime to thaw your hearts in wintertime thats why theyre singing singing waiting for a sign to turn blood into wine the sweet taste in your mouth turned bitter in its glass israel in israel israel in israel shattered fragments of the past meet in veins on the stained glass like the lifeline in your palm red and green reflects the scene of a long forgotten dream there were princes and there were kings now hidden in disguise cheap wrappings of lies keep your hearts alive with a song from inside even though were all alone we are never on our own when were singing singing theres a man whos looking in and he smiles a toothless grin because hes singing singing see some people shine with glee but their song is jealousy their hate is clanging maddening in israel will they sing happy noel in israel will they sing happy noel in israel will they sing happy noel in israel will they sing happy noel,1
3012,my fingers burn in the breakdown this part of everything behind me i fade into off the headlights crushing every feeling thats in me these walls youve built never come down ones a crowded number when youre one lights flicker still in your eyes all across the ground i own you hear things that you cant see echoes on and off thoughts spinning out of me whats your impulse for me time never leaves until its over shadow falling never stay deep treble lights that they cover softly slipping down my face you hear things that you cant see echoes on and off thoughts spinning out of me whats your impulse for me im walking on fire im walking on fire times never still in my mind stay where i belong in your fumes im pushing back deeper lies still wait open to you you hear things that you cant see echoes on and off thoughts spinning out of me whats your impulse for me im walking on fire,2
774,met my old lover in the grocery store the snow was falling christmas eve i stole behind her in the frozen foods and i touched her on the sleeve she didnt recognize the face at first but then her eyes flew open wide she went to hug me and she spilled her purse and we laughed until we cried we took her groceries to the checkout stand the food was totaled up and bagged we stood there lost in our embarrassment as the conversation dragged went to have ourselves a drink or two but couldnt find an open bar we bought a si pack at the liquor store and we drank it in her car we drank a toast to innocence we drank a toast to now and tried to reach beyond the emptiness but neither one knew how she said shed married her an architect who kept her warm and safe and dry she would have liked to say she loved the man but she didnt like to lie i said the years had been a friend to her and that her eyes were still as blue but in those eyes i wasnt sure if i saw doubt or gratitude she said she saw me in the record stores and that i must be doing well i said the audience was heavenly but the traveling was hell we drank a toast to innocence we drank a toast to now and tried to reach beyond the emptiness but neither one knew how we drank a toast to innocence we drank a toast to time reliving in our eloquence another auld lang syne the beer was empty and our tongues were tired and running out of things to say she gave a kiss to me as i got out and i watched her drive away just for a moment i was back at school and felt that old familiar pain and as i turned to make my way back home the snow turned into rain,1
324,were barely halfway there youre stretched out and clamped around me i dont think theres drink at home you make a little snore and shift just keep your head down there you sleep ill give directions ill use the private miles to plan some tactics and a gift ill move around you attack and surround you she talked me back inside thank fuck our friends are nosy any reactions good its a stupid way to make me say it did we go far enough did it just serve its purpose if the words are still a problem ill cut it out and let you weight it,2
2251,sunrise showing every flaw paying for the nights before dark eyes scanning every vein exploding cannot stand the strain standing on trial scrutinize me questionize my strong denial bullet bullet bullet train piercing through my brain windows illuminating stains breakdown closing in again free fall as i close my eyes voices talking many lies changing my course blurred and scorched breathing exhausts we distort by gravity of such g force bullet bullet bullet train piercing through my brain breakdown close my eyes voices talking many lies stained glass bursting in shattering my world again free fall never can ever reach the ground again dark eyes scanning in feel my mind explode within wanting much more implore you near to deaths door to ignore the screams of all who fall before bullet bullet bullet train piercing through my brain bullet bullet bullet train piercing through my brain bullet bullet bullet bullet bullet bullet bullet bullet bullet,3
84,when i wake up in the morning light i pull on my jeans and i feel all right i pull my blue jeans on i pull my old blue jeans on i pull my blue jeans on i pull my old blue jeans on its the weekend and i know that youre free so pull on your jeans and come on out with me i need to have you near me i need to feel you close to me i need to have you near me i need to feel you close to me you and me well go motorbike riding in the sun and the wind and the rain i got money in my pocket i got a tiger in my tank and im king of the road again ill meet you in the usual place you dont need a thing e cept your pretty face alright i pull my blue jeans on i pull my old blue jeans on i pull my blue jeans on i pull my old blue jeans on aw here we go mama when i wake up in the morning light i pull on my jeans and i feel all right i pull my blue jeans on i pull my old blue jeans on i pull my blue jeans on i pull my old blue jeans on i pull my blue jeans on i pull my old blue jeans on i pull my blue jeans on i pull my old blue jeans on i pull my blue jeans on i pull my old blue jeans on i pull my blue jeans on i pull my old blue jeans on i pull my blue jeans on i pull my old blue jeans on i pull my blue jeans on i pull my old blue jeans on i pull my blue jeans on i pull my old blue jeans on,0
2681,she seemed like an alright girl and i was thinking just one night wont hurt and i remember saying to her i dont want to get much older so long so long so long always seem to be on the run we havent spoken in so long we cant get past the how are you were not talking like we used to so long so long so long always seem to be on the run we havent spoken in so long we cant get past the how are you were not talking like we used to so long where it ends and where it has to go so long where it ends and where it has to go where it ends and where it has to go,0
2956,he said i want to grow up and look like robert mitchum and i hope that when im gone therell be some say that i miss him he must have been romantic he must have sensed adventure and i feel the steel of his strong will in the frame around his picture and hes one more arrow flying through the air one more arrow landing in a shady spot somewhere where the days and nights blend into one and he can always feel the sun through the soft brown earth that holds him forever always young he could have been a bo er but the fight game seemed so dirty we argued once he knocked me down and he cried when he thought hed hurt me strictly from the old school he was quiet about his pain and if one in ten could be that brave i would never hate again one more arrow forever always young,0
1589,perfect hair to the second power of forever ask him do he need it hells yeah now or never on a mission with friends of fair weather sooner the better off to mt tuna wear your leather prepared sweater and watch out for catman my brothers he keep his strand slicked back like scatman crothers a balding boy sound like janeane garofalo fiend for a sloppy fro who seen the evil coiffio not me yo i m leavin gone even if him got them bomb weavin kanekalon no more or less stress than your old boss the tears burn your eyes less than fresh s curls sores and brenda the best girl lost uncle grandfather bare chest was pearl gloss earl tossed there goes a whole tray of hamburgers villain til he old and grey like olden day scam workers circa one nine seventy one on the mic machine it seems his work will never be done he seeks the ninth level of power but weak geek might freak it in another hour or so they call the fool retarded hair guy in school you could spot it when he nodded here why i think his true name was gerald the toupee the male pattern anime herald a good laugh like the walk to the bank not the plank talk to the hand and the hot frank dog danger doom it s master shake hey buddy ah did you get those e mails i sent umm i m still waitin to hear from you i i think maybe you re maybe you re in the shower do you are you in the shower okay but i m still totally i got some other stuff uhh but i m i am committed more to doing yours so if you can let me know today that d uhh that d be great okay just just gimme a call and fa for the schnizzle for to do the rap pizzle and again i m really sorry about that other one the call meatwad sucks okay call me back dawg,1
2659,do you think youll die when this river runs dry took of all of my friends and said goodbye on a roller with the wind you sleep on high between outer space and the sky did you ever think that it would end when i found out how you got messed up with all my friends did you think that i would tell a lie its been across the ocean in your eye over the trees and the mayfair with a hundred birds flying in your hair when you were in the backyard getting high and i really dont care and i dont know why in this neverending summer of disease when we fell asleep and died beneath the trees did you ever think that i would lie i can see the motion in your eye sitting on a pinstripe blowing like the ocean darling i can tell a lie the queen is behind you keep the night at your side we could dance til we die with you cuz were sitting on a pinstripe blowing like the ocean darling i would never lie the queen is behind you loves your soft motion i cant sing this lullaby without you,3
2446,never again on your force fed illusions to choke you feed off my pain feed off my life there wont be another dawn we will reap as we have sown always the same my tired eyes have seen enough of all your lies my hate is blind there wont be another dawn we will reap as we have sown reap as we have sown do it slaughter of the soul suicidal final art children born of sin tear your soul apart never again my tired eyes have seen enough of all your lies my hate is blind there wont be another dawn we will reap as we have sown reap as we have sown slaughter of the soul suicidal final art children born of sin tear your soul apart men must attempt to develop in themselves and their children liberation from the sense of self men must be free from boundaries patterns and consistencies in order to be free to think feel and create in new ways,3
1920,i have built a treehouse i have built a treehouse nobody can see us its a you and me house ive been climbing rocks and stones been collecting broken bones ive been swimming across the lakes just to find this perfect place i got lost into the woods ive been covered up in mud ive been going through a lot just to find this perfect spot i have built a treehouse i have built a treehouse nobody can see us cause its a you and me house i have built a treehouse i have built a treehouse nobody can see us cause its a you and me house ive been climbing rocks and stones been collecting broken bones ive been swimming across the lakes just to find this perfect place i got lost into the woods ive been covered up in mud ive been going through a lot just to find this perfect spot i have built a treehouse i have built a treehouse nobody can see us its a you and me house i have built a treehouse i have built a treehouse nobody can see us cause its a you and me house i have built a treehouse i have built a treehouse nobody can see us cause its a you and me house i have built a treehouse i have built a treehouse nobody can see us cause its a you and me house i have built a treehouse i have built a treehouse nobody can see us cause its a you and me house i have built a treehouse i have built a treehouse nobody can see us cause its a you and me house i have built a treehouse i have built a treehouse nobody can see us cause its a you and me house i have built a treehouse i have built a treehouse nobody can see us cause its a you and me house ive built a treehouse and no one can see us ive built a treehouse and no one can see us ive built a treehouse and no one can see us ive built a treehouse and no one can see us ive built a treehouse and no one can see us ive built a treehouse and no one can see us ive built a treehouse,0
91,i walked all morning to lift my heart cause the world keeps dancing with the paperman i love you never talk in dreams but now its here your happiness is real oh make some big jumps big jumps you afraid to break some bones come on make some big jumps big jumps life is yours alone you hold your head up your head up high like you think i do do do do do do do do do sometimes i feel so confused im under the illusion that i have to choose i love you always know the way the way back home always is the same oh make some big jumps big jumps you afraid to break some bones come on make some big jumps big jumps life is yours alone you hold your head up your head up high like you think i do do do do do do do do do tick tock this clockwork will stop youre the key for winding up my heart brick brack if you dont wind me up the sky will lie upon me like a passed out drunk without you i would never rise again without you i would never rise hey there sunshine lift my heart i know life is long but it goes so fast i love you never feeling old you never bought the rubbish that they sold oh make some big jumps big jumps you afraid to break some bones come on make some big jumps big jumps life is yours alone you hold your head up your head up high like you think i do do do do do do do do do oh i do some big jumps big jumps you afraid to break some bones come on make some big jumps big jumps life is yours alone you hold your head up your head up high like you think i do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do,0
3154,there hides a secret deeply twined inside of her mind a tried and confined egret that pines to fly south to this mouth of mine pity too long have these emotions like potions made me a sole castellan trusted to keep the weight of oceans from her rusted gates of sleep a dreaming angel lying curled in the circles of hell i must protect her watch her back for any cracks to occur for in the witching hour she slips into the underworld a pearled persephone deflowered by the powers hat around her down her whirl doomed to damn the rift across the shifting abyss with her body and its gift my filthy little secret i serve her slender hope to preserve mankind from old ghosts disturbed though by recurring crimes i sense that dead might be best for both pity too long have these emotions like potions made me a sole castellan posted to keep slow wheels in motion from the human race to beat without her there my nymphetamine with the faraway stare thin walls would crumble horrors would corroborate from dogstar lairs for in the dead of the night she spasms with orgasmic flare this reamed demeter with poseidons there inside her too appeased to grieve our air doomed to dam the rift across the shifting abyss with her body and its gift my filthy little secret forever sworn to keep it my filthy little secret she makes me borne pity too long this urchin princess has incensed made me a wanton felon searching for the key to loose her harness and set desires lurching free without her there my nymphetamine with the faraway stare thin walls would crumble horrors would corroborate from dogstar lair but in her room at night i care not for the underworld slathering and gathering emboldened reichs to breach to teach a dread thereafter i would risk all this for one minute of bliss with her body and its gift my filthy little secret forever sworn to keep it my filthy little secret i know a deeper beauty shines beyond the veil her roots and creepers mine as the worms beneath arise,3
430,ive gotta go and its not because i dont love you or anything like that but the reason is just plain and simple you see girl im not in love with you i never had it and i guess i never will because you see i cant get over my first love youve been so kind to treat me so fine and i know for me youll do anything but ive made up my mind im just wasting your time cause im yet to get over my first love youll meet someone that will pay attention to you everyday and i might as well be true to myself cause ill never get used to no one else youve been so kind to treat me so fine and i know for me youll do anything but ive made up my mind im just wasting your time cause im yet to get over my first love i thought that she was my best friend i dont know where we went wrong will i ever feel love again or will i always be singing this same song youve been so kind to treat me so fine and i know i know for me youll do anything but ive made up my mind im just wasting your time cause im yet to get over my first love i cant get over my first love well well well well well well ooh i cant get over you baby no no no no no oh yeah oh come back youve been so kind to treat me so fine and i know i know for me youll do anything but ive made up my mind im just wasting your time cause im yet to get over my first love oh get away from that door ive gotta walk on through that door im gonna miss my baby oh baby ive made up my mind cause i i cant take this no more baby to get over my first love oh you youve really been so kind you shouldnt have been so fine baby i should have never ever been here with you this long cause you know i i cant forget my baby no no no i cant forget my baby,0
2827,days like this i don t know what to do with myself all day and all night i wander the halls along the walls and under my breath i say to myself i need fuel to take flight and there s too much going on but it s calm under the waves in the blue of my oblivion under the waves in the blue of my oblivion is that why they call me a sullen girl sullen girl they don t know i used to sail the deep and tranquil sea but he washed me shore and he took my pearl and left an empty shell of me and there s too much going on but it s calm under the waves in the blue of my oblivion under the waves in the blue of my oblivion under the waves in the blue of my oblivion it s calm under the waves in the blue of my oblivion,1
3191,uh oh uh oh turn up your stereo uh oh uh oh i feel electric when the meter starts to glow uh oh uh oh turn up your stereo uh oh uh oh i feel the magic when the speaker starts to blow can you feel it can you feel it can you feel it it makes you feel good it makes you feel good uh oh uh oh turn up your stereo uh oh uh oh drown out the static on the fm radio can you feel it can you feel it can you feel it it makes you feel good it makes you feel good uh oh uh oh turn up your stereo uh oh uh oh drown out the bullshit on the fm radio can you feel it can you feel it can you feel it it makes you feel good it makes you feel good,0
3942,tell of the birth tell how war appeared on earth musicians with gongs permeate the autobahns foetus of disgusting breath and she split the egg cast a spell and war was born come follow me out of the obscurity pilgrims in songs swamp the empty aerodrome kalashnikovs but no houses women at the double march no food for the spouses they wait for the us drop russians sit back and laugh while war casts her gory locks over the deserted docks she casts her gory locks over the deserted docks she cast a spell split an egg and war was born and pillage hopes with gusto even though they have no nerve and she does just look on and war does what she has to war does what she has to people get what they deserve,3
2339,i have one desire since i was born to see my body ripped and torn to see my flesh devoured before my eyes only for you i volunteer as a human sacrifice carve me up slice me apart suck my guts and lick my heart chop me up i like to be hurt drink my marrow and blood for dessert eaten my one desire my only wish is to be eaten the longer i live the more im dying to feel the pain eaten i would do anything to be eaten my one desire my only wish is to be eaten i finally found you my personal slaughter as an appetizer ill let you taste my daughter call me sick but this is what i need my only purpose here is for you to feed carve me up slice me apart suck my guts and lick my heart chop me up i like to be hurt drink my marrow and blood for dessert eaten my one desire my only wish is to be eaten the longer i live the more im dying to feel the pain eaten i would do anything to be eaten my one desire my only wish is to be eaten desecrate me tear me limb from limb eviscerate me chew me to death eaten my one desire my only wish is to be eaten the longer i live the more im dying to feel the pain eaten i would do anything to be eaten my one desire my only wish is to be eaten,3
